IDX,X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
1500000180,38.7355300,44.3011800,1,0,0,0
1500000181,38.7360300,44.3015600,1,0,0,0
1500000182,40.8401800,44.3494600,1,0,0,0
1500000183,38.6665800,44.3533000,1,0,0,0
1500000184,38.6665900,44.3533000,1,0,0,0
1500000185,39.8151000,44.3543600,1,0,0,0
1500000186,41.5103610,44.3670110,1,0,0,0
1500000187,41.5361300,44.3679300,1,0,0,0
1500000188,38.7261570,44.3685650,1,0,0,0
1500000189,38.7261600,44.3685700,1,0,0,0
1500000190,38.6255410,44.3711510,1,0,0,0
1500000191,38.5854680,44.3717660,1,0,0,0
1500000192,38.3858110,44.3719610,1,0,0,0
1500000193,41.5272500,44.3822500,1,0,0,0
1500000194,38.3453310,44.3826410,1,0,0,0
1500000195,41.5077100,44.3842600,1,0,0,0
1500000196,41.5139850,44.3866920,1,0,0,0
1500000197,38.7296310,44.3871010,1,0,0,0
1500000198,38.7295510,44.3875210,1,0,0,0
1500000199,40.8163100,44.3893800,1,0,0,0
1500000200,41.5073920,44.3902210,1,0,0,0
1500000201,38.5288710,44.3914560,1,0,0,0
1500000202,40.8034800,44.3981500,1,0,0,0
1500000203,40.8091750,44.3994770,1,0,0,0
1500000204,41.5210660,44.3997520,1,0,0,0
1500000205,39.6064310,44.4062310,1,0,0,0
1500000206,39.6029110,44.4090810,1,0,0,0
1500000207,40.8041500,44.4111600,1,0,0,0
1500000208,41.5080300,44.4124300,1,0,0,0
1500000209,41.5084300,44.4175900,1,0,0,0
1500000210,40.8218200,44.4208300,1,0,0,0
1500000211,39.6317400,44.4216800,1,0,0,0
1500000212,40.7904400,44.4268300,1,0,0,0
1500000213,38.7669300,44.4303510,1,0,0,0
1500000214,38.7673900,44.4306310,1,0,0,0
1500000215,38.7810890,44.4310220,1,0,0,0
1500000216,41.5012600,44.4318200,1,0,0,0
1500000217,39.5276400,44.4350100,1,0,0,0
1500000218,39.7760300,44.4381200,1,0,0,0
1500000219,39.7504310,44.4401810,1,0,0,0
1500000220,38.4646210,44.4415710,1,0,0,0
1500000221,40.8211100,44.4420300,1,0,0,0
1500000222,39.6637500,44.4427100,1,0,0,0
1500000223,38.7877260,44.4450140,1,0,0,0
1500000224,38.7874520,44.4450790,1,0,0,0
1500000225,38.7879150,44.4459560,1,0,0,0
1500000226,39.8315810,44.4467610,1,0,0,0
1500000227,39.7258100,44.4484700,1,0,0,0
1500000228,39.7319570,44.4518640,1,0,0,0
1500000229,38.3717300,44.4563760,1,0,0,0
1500000230,39.7171920,44.4606910,1,0,0,0
1500000231,39.7446400,44.4612700,1,0,0,0
1500000232,39.6888310,44.4617910,1,0,0,0
1500000233,39.7274600,44.4621100,1,0,0,0
1500000234,39.7033000,44.4643400,1,0,0,0
1500000235,39.7396600,44.4648200,1,0,0,0
1500000236,39.7104800,44.4656100,1,0,0,0
1500000237,38.8679220,44.4659550,1,0,0,0
1500000238,41.0320900,44.4671300,1,0,0,0
1500000239,39.7392000,44.4676300,1,0,0,0
1500000240,38.2170500,44.4695100,1,0,0,0
1500000241,38.8798210,44.4706290,1,0,0,0
1500000242,38.4291790,44.4712810,1,0,0,0
1500000243,38.4003310,44.4714110,1,0,0,0
1500000244,38.3993110,44.4718410,1,0,0,0
1500000245,38.2146100,44.4739600,1,0,0,0
1500000246,39.7221000,44.4785600,1,0,0,0
1500000247,38.8980140,44.4929550,1,0,0,0
1500000248,38.9027770,44.4953070,1,0,0,0
1500000249,41.4530200,44.5042200,1,0,0,0
1500000250,39.7215010,44.5043610,1,0,0,0
1500000251,38.3236410,44.5079810,1,0,0,0
1500000252,38.1366720,44.5096890,1,0,0,0
1500000253,41.4185400,44.5198100,1,0,0,0
1500000254,38.1368600,44.5202600,1,0,0,0
1500000255,39.7129400,44.5224700,1,0,0,0
1500000256,38.1370000,44.5270400,1,0,0,0
1500000257,41.4380410,44.5318810,1,0,0,0
1500000258,39.7052810,44.5334410,1,0,0,0
1500000259,38.2585070,44.5375470,1,0,0,0
1500000260,38.1370900,44.5418400,1,0,0,0
1500000261,38.1371000,44.5488190,1,0,0,0
1500000262,38.1968810,44.5496610,1,0,0,0
1500000263,38.1969810,44.5497210,1,0,0,0
1500000264,38.1158000,44.5539400,1,0,0,0
1500000265,38.1158010,44.5539410,1,0,0,0
1500000266,38.1122400,44.5544500,1,0,0,0
1500000267,39.7021300,44.5568700,1,0,0,0
1500000268,38.1018580,44.5577010,1,0,0,0
1500000269,38.1015990,44.5578370,1,0,0,0
1500000270,38.1008090,44.5580860,1,0,0,0
1500000271,40.7722200,44.5589600,1,0,0,0
1500000272,38.0983000,44.5590600,1,0,0,0
1500000273,38.0931510,44.5609020,1,0,0,0
1500000274,39.0029470,44.5690990,1,0,0,0
1500000275,38.0773200,44.5704200,1,0,0,0
1500000276,38.0898600,44.5715000,1,0,0,0
1500000277,38.0760540,44.5717610,1,0,0,0
1500000278,38.0659800,44.5803500,1,0,0,0
1500000279,38.0169640,44.5830710,1,0,0,0
1500000280,38.0176910,44.5835810,1,0,0,0
1500000281,38.0595500,44.5841400,1,0,0,0
1500000282,38.0593750,44.5841500,1,0,0,0
1500000283,39.7029710,44.5856710,1,0,0,0
1500000284,38.0554200,44.5869500,1,0,0,0
1500000285,38.0483300,44.5922400,1,0,0,0
1500000286,38.0484400,44.5923500,1,0,0,0
1500000287,38.0033780,44.5953000,1,0,0,0
1500000288,38.0033780,44.5953010,1,0,0,0
1500000289,38.0299900,44.5979200,1,0,0,0
1500000290,40.7544660,44.6053890,1,0,0,0
1500000291,39.7151810,44.6078410,1,0,0,0
1500000292,40.7702300,44.6124200,1,0,0,0
1500000293,40.7712500,44.6128300,1,0,0,0
1500000294,39.7219010,44.6154210,1,0,0,0
1500000295,39.7276480,44.6227520,1,0,0,0
1500000296,39.0930210,44.6271510,1,0,0,0
1500000297,39.1185200,44.6318700,1,0,0,0
1500000298,39.1511600,44.6338100,1,0,0,0
1500000299,39.1038480,44.6374960,1,0,0,0
1500000300,40.7305300,44.6444500,1,0,0,0
1500000301,39.1695500,44.6492400,1,0,0,0
1500000302,40.7117800,44.6495600,1,0,0,0
1500000303,39.1565630,44.6576610,1,0,0,0
1500000304,39.1579510,44.6584510,1,0,0,0
1500000305,39.1581110,44.6592810,1,0,0,0
1500000306,37.9152010,44.6655810,1,0,0,0
1500000307,40.6961700,44.6681500,1,0,0,0
1500000308,37.8950350,44.6761660,1,0,0,0
1500000309,37.7907690,44.6764320,1,0,0,0
1500000310,37.7860800,44.6807000,1,0,0,0
1500000311,39.4390410,44.6816210,1,0,0,0
1500000312,37.8814860,44.6825520,1,0,0,0
1500000313,39.7901410,44.6839710,1,0,0,0
1500000314,39.3025610,44.6843110,1,0,0,0
1500000315,39.4226310,44.6851410,1,0,0,0
1500000316,37.7801600,44.6864200,1,0,0,0
1500000317,37.7729200,44.6870900,1,0,0,0
1500000318,37.7729210,44.6870910,1,0,0,0
1500000319,37.7800900,44.6885700,1,0,0,0
1500000320,37.7800300,44.6885800,1,0,0,0
1500000321,39.8010000,44.6921000,1,0,0,0
1500000322,37.7646000,44.6970500,1,0,0,0
1500000323,37.6018910,44.7029010,1,0,0,0
1500000324,39.8240510,44.7045810,1,0,0,0
1500000325,39.2358140,44.7051130,1,0,0,0
1500000326,39.2326810,44.7101210,1,0,0,0
1500000327,37.8469340,44.7102220,1,0,0,0
1500000328,39.2075870,44.7109960,1,0,0,0
1500000329,39.2203910,44.7132310,1,0,0,0
1500000330,37.7756300,44.7141500,1,0,0,0
1500000331,37.7750600,44.7143700,1,0,0,0
1500000332,39.8359600,44.7148900,1,0,0,0
1500000333,37.8433000,44.7153100,1,0,0,0
1500000334,37.8433000,44.7153200,1,0,0,0
1500000335,37.8433000,44.7153600,1,0,0,0
1500000336,41.2228000,44.7157900,1,0,0,0
1500000337,41.2230600,44.7159800,1,0,0,0
1500000338,37.8395040,44.7173470,1,0,0,0
1500000339,37.7771800,44.7177800,1,0,0,0
1500000340,39.2246610,44.7200210,1,0,0,0
1500000341,37.7617100,44.7226300,3,0,0,0
1500000342,37.7683130,44.7232280,1,0,0,0
1500000343,37.8261400,44.7241900,1,0,0,0
1500000344,37.8174200,44.7274500,1,0,0,0
1500000345,37.8138610,44.7300770,1,0,0,0
1500000346,37.8126840,44.7302840,1,0,0,0
1500000347,41.2605100,44.7326000,1,0,0,0
1500000348,37.7489010,44.7328360,1,0,0,0
1500000349,37.7490250,44.7329390,1,0,0,0
1500000350,37.7804100,44.7334800,1,0,0,0
1500000351,37.7803800,44.7335000,1,0,0,0
1500000352,37.7387200,44.7335400,1,0,0,0
1500000353,39.8521000,44.7349500,1,0,0,0
1500000354,37.7427090,44.7357930,1,0,0,0
1500000355,37.7423480,44.7360070,1,0,0,0
1500000356,37.7824610,44.7366390,1,0,0,0
1500000357,37.7835990,44.7366970,1,0,0,0
1500000358,37.7823650,44.7371330,1,0,0,0
1500000359,37.7830660,44.7372530,1,0,0,0
1500000360,37.7333600,44.7401250,1,0,0,0
1500000361,37.7330350,44.7404960,1,0,0,0
1500000362,39.9115100,44.7410900,1,0,0,0
1500000363,39.8854700,44.7416500,1,0,0,0
1500000364,39.8676390,44.7435890,1,0,0,0
1500000365,39.8721710,44.7461810,1,0,0,0
1500000366,39.9070100,44.7474300,1,0,0,0
1500000367,39.8740500,44.7475100,1,0,0,0
1500000368,37.7265080,44.7489850,1,0,0,0
1500000369,37.7271060,44.7494340,1,0,0,0
1500000370,40.6728200,44.7519700,1,0,0,0
1500000371,39.7939740,44.7521820,3,0,0,0
1500000372,39.7944540,44.7523480,3,0,0,0
1500000373,39.7939290,44.7524650,3,0,0,0
1500000374,39.7937450,44.7524670,3,0,0,0
1500000375,40.6731900,44.7525300,1,0,0,0
1500000376,37.7261490,44.7550050,3,0,0,0
1500000377,39.8700500,44.7624000,1,0,0,0
1500000378,40.6767410,44.7630310,1,0,0,0
1500000379,41.1634000,44.7631100,1,0,0,0
1500000380,41.1632900,44.7635300,1,0,0,0
1500000381,39.9122940,44.7664430,1,0,0,0
1500000382,39.9058700,44.7667600,1,0,0,0
1500000383,39.8938110,44.7711510,1,0,0,0
1500000384,39.8777400,44.7743900,1,0,0,0
1500000385,39.8588300,44.7756200,1,0,0,0
1500000386,40.6707200,44.7784000,1,0,0,0
1500000387,40.6702800,44.7790800,1,0,0,0
1500000388,37.6845900,44.7813300,1,0,0,0
1500000389,39.8934800,44.7816900,1,0,0,0
1500000390,37.6821900,44.7826100,1,0,0,0
1500000391,39.8728100,44.7826900,1,0,0,0
1500000392,37.4002700,44.7904800,1,0,0,0
1500000393,39.8863650,44.7919240,1,0,0,0
1500000394,39.8851470,44.7924750,1,0,0,0
1500000395,37.6658600,44.7957200,1,70,0,0
1500000396,37.6658850,44.7958530,1,0,0,0
1500000397,37.6535400,44.8027100,1,0,0,0
1500000398,39.7811500,44.8168000,1,0,0,0
1500000399,39.8513520,44.8179610,1,0,0,0
1500000400,40.7279200,44.8210000,1,0,0,0
1500000401,38.5612600,44.8240400,1,0,0,0
1500000402,39.8324900,44.8258000,1,0,0,0
1500000403,39.7861500,44.8284100,1,0,0,0
1500000404,39.7844910,44.8285910,1,0,0,0
1500000405,41.3429830,44.8289070,1,0,0,0
1500000406,41.3395710,44.8301250,1,0,0,0
1500000407,39.7733410,44.8310710,1,0,0,0
1500000408,41.5050800,44.8326000,1,0,0,0
1500000409,39.7840410,44.8329110,1,0,0,0
1500000410,38.6758300,44.8329800,1,0,0,0
1500000411,41.4665300,44.8338800,1,0,0,0
1500000412,38.2982480,44.8370530,1,0,0,0
1500000413,38.3020900,44.8375500,1,0,0,0
1500000414,38.6915250,44.8375590,1,0,0,0
1500000415,39.7575800,44.8386400,1,0,0,0
1500000416,37.6530480,44.8390310,1,0,0,0
1500000417,38.2892400,44.8391300,1,0,0,0
1500000418,38.6938790,44.8391620,1,0,0,0
1500000419,37.6529110,44.8392610,1,0,0,0
1500000420,38.4936200,44.8393600,1,0,0,0
1500000421,38.2873910,44.8398910,1,0,0,0
1500000422,38.6950390,44.8400770,1,0,0,0
1500000423,37.4015300,44.8404000,1,0,0,0
1500000424,38.1670680,44.8405820,1,0,0,0
1500000425,38.1675060,44.8407580,1,0,0,0
1500000426,41.3496900,44.8417200,1,0,0,0
1500000427,40.6377800,44.8429900,1,0,0,0
1500000428,40.6376600,44.8433600,1,0,0,0
1500000429,37.3767500,44.8438850,1,0,0,0
1500000430,38.5726300,44.8452300,1,0,0,0
1500000431,38.2811800,44.8464400,1,0,0,0
1500000432,38.2797400,44.8471400,1,0,0,0
1500000433,38.2784900,44.8476900,1,0,0,0
1500000434,41.3613600,44.8477300,1,0,0,0
1500000435,38.4116000,44.8481000,1,0,0,0
1500000436,38.4077000,44.8483000,1,0,0,0
1500000437,41.4940000,44.8495100,1,0,0,0
1500000438,37.7231340,44.8495520,1,0,0,0
1500000439,37.7230060,44.8495970,1,0,0,0
1500000440,38.5258090,44.8510920,1,0,0,0
1500000441,41.3554420,44.8516820,1,0,0,0
1500000442,40.8632500,44.8524900,1,0,0,0
1500000443,38.1730640,44.8528370,1,0,0,0
1500000444,41.4278900,44.8529400,1,0,0,0
1500000445,38.3572840,44.8536180,1,0,0,0
1500000446,38.3631320,44.8538820,1,0,0,0
1500000447,38.1620320,44.8541540,1,0,0,0
1500000448,38.2347200,44.8541700,1,0,0,0
1500000449,38.2494560,44.8542450,1,0,0,0
1500000450,41.3494910,44.8556010,1,0,0,0
1500000451,38.2124350,44.8566410,1,0,0,0
1500000452,38.2110140,44.8566860,1,0,0,0
1500000453,38.1438010,44.8569710,1,0,0,0
1500000454,38.1905800,44.8580670,1,0,0,0
1500000455,38.1939390,44.8591540,1,0,0,0
1500000456,39.7754800,44.8598800,1,0,0,0
1500000457,38.1824890,44.8612960,1,0,0,0
1500000458,41.3387590,44.8613660,1,0,0,0
1500000459,38.4914200,44.8614200,1,0,0,0
1500000460,37.3592760,44.8614480,1,0,0,0
1500000461,38.1812700,44.8614700,1,0,0,0
1500000462,38.1574210,44.8635610,1,0,0,0
1500000463,40.6102800,44.8648300,1,0,0,0
1500000464,40.6202400,44.8660600,1,0,0,0
1500000465,37.3531110,44.8664810,1,0,0,0
1500000466,37.8668600,44.8679900,1,0,0,0
1500000467,37.8709300,44.8683600,1,0,0,0
1500000468,38.2412610,44.8691910,6,0,0,0
1500000469,40.5877000,44.8695100,1,0,0,0
1500000470,37.8810910,44.8695210,3,0,0,0
1500000471,41.3201490,44.8697550,1,0,0,0
1500000472,40.6167500,44.8706100,1,0,0,0
1500000473,38.1267960,44.8712640,1,0,0,0
1500000474,37.3296500,44.8723300,1,0,0,0
1500000475,37.7712050,44.8741350,1,0,0,0
1500000476,37.7711580,44.8742310,1,0,0,0
1500000477,37.3426210,44.8752310,1,0,0,0
1500000478,40.6121900,44.8766900,1,0,0,0
1500000479,41.3555500,44.8812500,1,0,0,0
1500000480,37.9437850,44.8831990,1,0,0,0
1500000481,38.8415300,44.8844880,1,0,0,0
1500000482,40.6033600,44.8876800,1,0,0,0
1500000483,39.6637800,44.8878100,1,0,0,0
1500000484,39.6609700,44.8887600,1,0,0,0
1500000485,39.6901400,44.8888400,1,0,0,0
1500000486,38.1672100,44.8893800,1,0,0,0
1500000487,39.7424000,44.8902700,1,0,0,0
1500000488,40.5998700,44.8911000,1,0,0,0
1500000489,37.5566590,44.8939560,1,0,0,0
1500000490,38.0593870,44.8948560,1,0,0,0
1500000491,37.5586210,44.8949210,1,0,0,0
1500000492,38.0594730,44.8949620,1,0,0,0
1500000493,38.0531000,44.8958000,1,0,0,0
1500000494,37.9706920,44.8959320,1,0,0,0
1500000495,38.0515900,44.8961900,1,0,0,0
1500000496,38.0801310,44.8973410,1,0,0,0
1500000497,37.3429580,44.8979910,1,0,0,0
1500000498,37.3430060,44.8979910,1,0,0,0
1500000499,37.3492160,44.8991940,1,0,0,0
1500000500,37.3526800,44.8992800,1,0,0,0
1500000501,37.3441300,44.8993600,1,0,0,0
1500000502,37.3441400,44.8993900,1,0,0,0
1500000503,37.3495660,44.8994230,1,0,0,0
1500000504,37.3534800,44.8994600,1,0,0,0
1500000505,37.3729700,44.8994800,1,0,0,0
1500000506,37.3629710,44.8995410,1,0,0,0
1500000507,37.3406000,44.9000000,1,0,0,0
1500000508,41.1302200,44.9002140,1,0,0,0
1500000509,37.3404560,44.9002230,1,0,0,0
1500000510,37.3861000,44.9005100,1,0,0,0
1500000511,37.3381780,44.9007450,1,0,0,0
1500000512,37.3376340,44.9008180,1,0,0,0
1500000513,37.3383070,44.9009630,1,0,0,0
1500000514,37.3376120,44.9010920,1,0,0,0
1500000515,37.3211310,44.9011130,3,0,0,0
1500000516,37.3330900,44.9011600,1,0,0,0
1500000517,41.1301980,44.9013890,1,0,0,0
1500000518,40.5898900,44.9014200,1,0,0,0
1500000519,37.9819620,44.9019510,1,0,0,0
1500000520,37.9818510,44.9020810,1,0,0,0
1500000521,37.3348100,44.9029400,1,0,0,0
1500000522,37.3349600,44.9031000,1,0,0,0
1500000523,40.5866900,44.9034800,1,0,0,0
1500000524,39.6508900,44.9039500,1,0,0,0
1500000525,37.3977900,44.9052700,1,0,0,0
1500000526,37.3977700,44.9052900,1,0,0,0
1500000527,40.5957400,44.9071000,1,0,0,0
1500000528,38.0020000,44.9087300,1,0,0,0
1500000529,37.4075510,44.9120720,1,0,0,0
1500000530,37.4092370,44.9123820,1,0,0,0
1500000531,37.3284500,44.9130600,1,0,0,0
1500000532,37.9729800,44.9135900,1,0,0,0
1500000533,37.3281600,44.9137000,1,0,0,0
1500000534,40.5930800,44.9161000,1,0,0,0
1500000535,40.5934200,44.9162200,1,0,0,0
1500000536,37.9676110,44.9188110,1,0,0,0
1500000537,37.3215400,44.9201500,1,0,0,0
1500000538,37.9778700,44.9203500,1,0,0,0
1500000539,37.9820160,44.9204860,1,0,0,0
1500000540,37.3257630,44.9232020,1,0,0,0
1500000541,37.9983500,44.9234600,1,0,0,0
1500000542,41.1314800,44.9237600,1,0,0,0
1500000543,41.1297500,44.9245600,1,0,0,0
1500000544,40.5911400,44.9260900,1,0,0,0
1500000545,37.3241200,44.9268500,1,0,0,0
1500000546,37.3239000,44.9268700,1,0,0,0
1500000547,37.3239700,44.9268700,1,0,0,0
1500000548,38.0088000,44.9274800,1,0,0,0
1500000549,40.6825110,44.9277710,1,0,0,0
1500000550,37.3447000,44.9307500,1,0,0,0
1500000551,41.1305800,44.9330730,1,0,0,0
1500000552,41.2805500,44.9347200,1,0,0,0
1500000553,37.9744680,44.9367380,1,0,0,0
1500000554,37.9879200,44.9373100,1,0,0,0
1500000555,37.9384110,44.9392510,1,0,0,0
1500000556,37.9003100,44.9402900,1,0,0,0
1500000557,37.8998300,44.9404100,1,0,0,0
1500000558,39.7643900,44.9408000,1,0,0,0
1500000559,40.7782810,44.9413110,1,0,0,0
1500000560,39.6005300,44.9416430,1,0,0,0
1500000561,39.6022850,44.9428050,1,0,0,0
1500000562,41.1344500,44.9434900,1,0,0,0
1500000563,39.6758900,44.9437400,1,0,0,0
1500000564,38.0030650,44.9453310,1,0,0,0
1500000565,41.0919890,44.9465630,1,0,0,0
1500000566,41.2071360,44.9467460,1,0,0,0
1500000567,41.0901250,44.9479500,1,0,0,0
1500000568,40.8160550,44.9481380,1,0,0,0
1500000569,41.0844540,44.9509680,1,0,0,0
1500000570,39.6302360,44.9527180,1,0,0,0
1500000571,41.1305100,44.9538200,1,0,0,0
1500000572,39.6345330,44.9542330,1,0,0,0
1500000573,39.5914210,44.9545610,1,0,0,0
1500000574,41.1406440,44.9610780,1,0,0,0
1500000575,37.4338500,44.9611000,1,0,0,0
1500000576,41.1411590,44.9614420,1,0,0,0
1500000577,37.2854800,44.9627100,1,0,0,0
1500000578,37.4645610,44.9632110,1,0,0,0
1500000579,38.5569900,44.9637600,1,0,0,0
1500000580,40.5938400,44.9661100,1,0,0,0
1500000581,39.5770340,44.9665120,1,0,0,0
1500000582,37.3172310,44.9671310,1,0,0,0
1500000583,41.1473510,44.9674910,1,0,0,0
1500000584,41.0641100,44.9713400,1,0,0,0
1500000585,40.8512800,44.9717100,1,0,0,0
1500000586,41.0650300,44.9718100,1,0,0,0
1500000587,41.1713400,44.9718700,1,0,0,0
1500000588,41.1545110,44.9727110,1,0,0,0
1500000589,41.0696700,44.9751500,1,0,0,0
1500000590,41.0711200,44.9760200,1,0,0,0
1500000591,40.5703810,44.9776810,1,0,0,0
1500000592,40.5693910,44.9781810,1,0,0,0
1500000593,41.1448930,44.9782090,1,0,0,0
1500000594,41.1449360,44.9782550,1,0,0,0
1500000595,41.0744200,44.9783700,1,0,0,0
1500000596,41.1174700,44.9790740,1,0,0,0
1500000597,41.1175340,44.9791430,1,0,0,0
1500000598,41.0836600,44.9821200,1,0,0,0
1500000599,41.0846800,44.9823000,1,0,0,0
1500000600,41.0414700,44.9831500,1,0,0,0
1500000601,40.5970500,44.9840100,1,0,0,0
1500000602,41.1199510,44.9842610,1,0,0,0
1500000603,41.0731400,44.9862200,1,0,0,0
1500000604,37.5033300,44.9880400,1,0,0,0
1500000605,41.0994650,44.9889030,3,0,0,0
1500000606,41.0986500,44.9890970,3,0,0,0
1500000607,41.0988640,44.9891970,3,0,0,0
1500000608,41.0572250,44.9893930,1,0,0,0
1500000609,41.0980330,44.9896520,3,0,0,0
1500000610,41.1297400,44.9899400,1,0,0,0
1500000611,41.0697110,44.9901110,1,0,0,0
1500000612,37.9518700,44.9904600,1,0,0,0
1500000613,41.1064520,44.9914080,1,0,0,0
1500000614,38.1910100,44.9916900,1,0,0,0
1500000615,41.1057820,44.9917510,1,0,0,0
1500000616,37.9485710,44.9917710,1,0,0,0
1500000617,41.0751210,44.9919910,1,0,0,0
1500000618,41.0760510,44.9921810,1,0,0,0
1500000619,41.0918600,44.9927700,1,0,0,0
1500000620,37.4384000,44.9931900,1,0,0,0
1500000621,41.1271670,44.9936980,1,0,0,0
1500000622,41.1254900,44.9941590,1,0,0,0
1500000623,41.0890100,44.9943760,3,0,0,0
1500000624,41.1063200,44.9944000,1,0,0,0
1500000625,41.1268770,44.9944310,1,0,0,0
1500000626,41.0888090,44.9944850,3,0,0,0
1500000627,41.1251330,44.9947890,1,0,0,0
1500000628,41.0681310,44.9952510,1,0,0,0
1500000629,41.1354190,44.9957820,1,0,0,0
1500000630,41.1077800,44.9959800,1,0,0,0
1500000631,41.1347490,44.9961570,1,0,0,0
1500000632,41.1348050,44.9964370,1,0,0,0
1500000633,41.1352820,44.9967950,1,0,0,0
1500000634,41.1441420,44.9968060,1,0,0,0
1500000635,37.9406510,44.9968110,1,0,0,0
1500000636,41.1432430,44.9968440,1,0,0,0
1500000637,41.1163100,44.9975400,1,0,0,0
1500000638,41.0315260,44.9980300,1,0,0,0
1500000639,38.9613000,44.9982000,1,0,0,0
1500000640,39.1152140,44.9983520,1,0,0,0
1500000641,41.1149900,44.9998900,1,0,0,0
1500000642,41.1168100,44.9999400,1,0,0,0
1500000643,39.1150690,45.0001380,1,0,0,0
1500000644,41.0479500,45.0003200,1,0,0,0
1500000645,41.1263320,45.0004040,1,0,0,0
1500000646,41.0617400,45.0004100,1,0,0,0
1500000647,41.0295000,45.0004970,1,0,0,0
1500000648,41.1163220,45.0005310,1,0,0,0
1500000649,41.0626100,45.0006000,1,0,0,0
1500000650,41.1265500,45.0008500,1,0,0,0
1500000651,38.9647520,45.0024950,1,0,0,0
1500000652,41.1021180,45.0025420,3,0,0,0
1500000653,41.1024790,45.0026810,3,0,0,0
1500000654,39.0775140,45.0028320,1,0,0,0
1500000655,41.1022830,45.0028630,3,0,0,0
1500000656,39.0784960,45.0030380,1,0,0,0
1500000657,38.9655130,45.0038420,1,0,0,0
1500000658,41.1251810,45.0042110,1,0,0,0
1500000659,38.9606110,45.0057110,1,0,0,0
1500000660,38.9668190,45.0057760,1,0,0,0
1500000661,38.9673630,45.0058810,1,0,0,0
1500000662,38.9607510,45.0059410,1,0,0,0
1500000663,37.4971210,45.0060210,1,0,0,0
1500000664,39.1159150,45.0060610,1,0,0,0
1500000665,39.1156600,45.0060910,1,0,0,0
1500000666,41.0257800,45.0061600,1,0,0,0
1500000667,39.1159500,45.0063460,1,0,0,0
1500000668,39.1157590,45.0064350,1,0,0,0
1500000669,39.1160700,45.0067420,1,0,0,0
1500000670,39.1041210,45.0068510,1,0,0,0
1500000671,41.1243300,45.0072000,1,0,0,0
1500000672,38.9680810,45.0074900,1,0,0,0
1500000673,39.0722640,45.0090670,1,0,0,0
1500000674,41.1668640,45.0095360,1,0,0,0
1500000675,39.0431720,45.0118700,3,0,0,0
1500000676,40.6133910,45.0119510,1,0,0,0
1500000677,41.1048800,45.0123300,1,0,0,0
1500000678,39.0437410,45.0123690,3,0,0,0
1500000679,39.0690480,45.0124760,1,0,0,0
1500000680,41.1507700,45.0125800,1,0,0,0
1500000681,41.1046200,45.0127000,1,0,0,0
1500000682,39.0512470,45.0131690,1,0,0,0
1500000683,39.0520100,45.0133330,1,0,0,0
1500000684,41.1262110,45.0134510,1,0,0,0
1500000685,39.0501860,45.0136200,1,0,0,0
1500000686,39.0511150,45.0136420,1,0,0,0
1500000687,39.0033880,45.0140360,1,0,0,0
1500000688,41.1489100,45.0140600,1,0,0,0
1500000689,39.0028770,45.0141660,1,0,0,0
1500000690,37.5021110,45.0186810,1,0,0,0
1500000691,39.0044400,45.0202600,1,0,0,0
1500000692,38.9696160,45.0207250,3,0,0,0
1500000693,38.9690900,45.0207330,3,0,0,0
1500000694,39.0502910,45.0210540,3,0,0,0
1500000695,39.0498890,45.0213430,3,0,0,0
1500000696,39.0195860,45.0213610,1,0,0,0
1500000697,39.0501080,45.0214110,3,0,0,0
1500000698,38.9695990,45.0222310,1,0,0,0
1500000699,41.1208600,45.0224900,1,0,0,0
1500000700,38.9697810,45.0227690,1,0,0,0
1500000701,38.9871330,45.0232030,1,0,0,0
1500000702,38.9879000,45.0232610,1,0,0,0
1500000703,38.9700430,45.0237890,1,0,0,0
1500000704,37.4655100,45.0240700,1,0,0,0
1500000705,38.9701960,45.0242080,1,0,0,0
1500000706,39.1129870,45.0242410,1,0,0,0
1500000707,37.4879700,45.0244400,1,0,0,0
1500000708,38.9706150,45.0248850,1,0,0,0
1500000709,39.2161210,45.0257710,1,0,0,0
1500000710,39.0321640,45.0263370,1,0,0,0
1500000711,37.4934710,45.0264510,1,0,0,0
1500000712,38.9668360,45.0274980,1,0,0,0
1500000713,38.9670850,45.0276750,1,0,0,0
1500000714,38.0103080,45.0279510,1,0,0,0
1500000715,38.9593020,45.0297200,1,0,0,0
1500000716,38.9811760,45.0297630,1,0,0,0
1500000717,38.9722770,45.0300210,1,0,0,0
1500000718,38.9812940,45.0301300,1,0,0,0
1500000719,39.0837910,45.0303210,1,0,0,0
1500000720,38.9593810,45.0306370,1,0,0,0
1500000721,38.9124690,45.0307790,1,0,0,0
1500000722,39.0339720,45.0311530,1,0,0,0
1500000723,39.0379000,45.0315180,1,0,0,0
1500000724,39.0888010,45.0316600,3,0,0,0
1500000725,39.0891930,45.0317290,3,0,0,0
1500000726,39.0887420,45.0318840,3,0,0,0
1500000727,39.0888870,45.0322100,3,0,0,0
1500000728,37.8889710,45.0322310,1,0,0,0
1500000729,38.9731710,45.0325730,1,0,0,0
1500000730,38.9169300,45.0326100,1,0,0,0
1500000731,38.9185110,45.0328810,1,0,0,0
1500000732,38.9182510,45.0331410,1,0,0,0
1500000733,38.9581180,45.0332060,1,0,0,0
1500000734,39.1293440,45.0334350,1,0,0,0
1500000735,39.0230500,45.0335000,1,0,0,0
1500000736,38.9579910,45.0339130,1,0,0,0
1500000737,38.9848100,45.0341400,1,0,0,0
